"council","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long"
"Casey","2011","7","53","100","143","1","66","62","0","71","32.108695652","2.716981132","-38.04250815174086","145.28989352759748"
"Casey","2011","8","48","93","116","4","56","52","1","56","34.327433628","2.791666666","-38.04754078423173","145.29550840566162"
"Casey","2011","9","48","89","134","0","51","64","0","63","31.573643410","2.708333333","-38.043751423849244","145.29080206365276"
"Casey","2011","10","49","89","125","2","50","65","0","64","34.850000000","2.795918367","-38.0552391811255","145.29006074818324"
"Casey","2011","11","43","80","99","1","34","61","1","53","36.247422680","2.651162790","-38.052062106231375","145.28378836349228"
"Casey","2011","12","44","78","103","2","49","46","0","52","33.785714285","2.590909090","-38.0503861431971","145.2778332553919"
"Casey","2012","1","38","73","98","2","48","47","0","54","38.639175257","2.631578947","-38.0420388462359","145.29454086017267"
"Casey","2012","2","59","106","146","4","54","79","1","76","32.957446808","2.677966101","-38.046780230203446","145.28683795577294"
"Casey","2012","3","48","102","129","2","51","72","1","66","37.140625000","2.791666666","-38.05309342694354","145.29549825632202"
"Casey","2012","4","41","84","119","0","54","61","0","57","36.112068965","2.731707317","-38.043652591604534","145.28111618201137"
"Casey","2012","5","56","114","148","4","71","73","0","78","36.094594594","2.678571428","-38.04817512669554","145.29189701174545"
"Casey","2012","6","40","82","114","1","52","55","0","49","32.107142857","2.650000000","-38.04502563204166","145.2841923419927"
"Casey","2012","7","45","85","116","1","55","57","0","68","34.438596491","2.844444444","-38.05045345764605","145.29802453937685"
"Casey","2012","8","50","104","148","2","69","69","0","74","31.387323943","2.660000000","-38.057059069839426","145.28131379209253"
"Casey","2012","9","46","89","133","1","58","62","1","59","31.206349206","2.673913043","-38.05024523391922","145.28977157365387"
"Casey","2012","10","47","92","116","1","52","60","2","57","35.654867256","2.617021276","-38.05430140098059","145.28742198905962"
"Casey","2012","11","37","75","103","1","36","58","0","44","36.857142857","2.729729729","-38.04922187089331","145.2872109747942"
"Casey","2012","12","40","81","110","1","48","58","0","55","34.073394495","2.700000000","-38.042113428310685","145.28152404429318"
"Casey","2013","1","30","58","100","0","43","53","1","36","32.727272727","2.633333333","-38.054122687575024","145.29385194381217"
"Casey","2013","2","40","83","105","0","44","56","1","55","32.932692307","2.625000000","-38.0481600941912","145.2840270397669"
"Casey","2013","3","36","63","129","0","47","74","1","51","27.984375000","2.527777777","-38.04491661304655","145.29289560216546"
"Casey","2013","4","49","90","137","3","64","63","0","71","29.248120300","2.612244897","-38.06352832260175","145.29310641953828"
"Casey","2013","5","42","77","98","0","50","42","0","54","31.806451612","2.642857142","-38.04795595724079","145.28346602249755"
"Casey","2013","6","48","97","135","0","66","61","0","64","35.549618320","2.708333333","-38.039538474920654","145.28098851581518"
"Central Goldfields","2006","1","4","5","7","0","1","5","0","5","67.333333333","2.500000000","-37.03141908619588","143.70252071874725"
"Central Goldfields","2006","2","3","4","5","0","0","5","0","3","43.200000000","2.666666666","-37.07106691501374","143.7505536936208"
"Central Goldfields","2006","3","2","2","2","0","1","1","0","2","54.000000000","3.000000000","-37.025048074810215","143.7340768279546"
"Central Goldfields","2006","4","4","6","11","0","6","3","0","4","40.800000000","2.750000000","-36.971048882199604","143.71208376792623"
"Central Goldfields","2006","6","7","10","27","2","13","12","1","22","24.346153846","2.285714285","-37.06425093976338","143.76317458044872"
"Central Goldfields","2006","8","3","4","4","0","0","2","1","3","21.000000000","2.000000000","-37.04217287485707","143.86121911182855"
"Central Goldfields","2006","9","1","2","2","0","1","0","0","1","9.000000000","3.000000000","-37.047311007663225","143.74086498954006"
"Central Goldfields","2006","11","2","2","3","0","2","1","0","3","29.000000000","2.000000000","-36.98607235964277","143.76311624577454"
"Central Goldfields","2006","12","3","5","6","0","5","1","0","6","56.666666666","2.000000000","-37.052954206296846","143.70086991401135"
"Central Goldfields","2007","1","3","6","8","0","4","4","0","3","42.125000000","2.666666666","-37.04199275646727","143.7834327432233"
"Central Goldfields","2007","2","2","2","2","0","0","2","0","2","49.500000000","2.500000000","-36.99757656806286","143.6920725631195"
"Central Goldfields","2007","3","3","3","4","0","0","3","0","3","39.000000000","2.000000000","-36.95023162818678","143.7168493045462"
"Central Goldfields","2007","4","4","5","9","0","6","3","0","5","40.888888888","2.250000000","-37.02918408032923","143.72807015030475"
"Central Goldfields","2007","5","2","2","3","0","1","2","1","2","36.666666666","2.000000000","-37.10961876462543","143.73046075837587"
"Central Goldfields","2007","6","3","5","10","0","2","8","1","3","25.600000000","2.000000000","-37.08845451911083","143.73683081550385"
"Central Goldfields","2007","7","3","4","4","0","1","3","0","3","43.500000000","2.333333333","-37.073828747308575","143.68302785551955"
"Central Goldfields","2007","8","2","3","4","0","1","3","1","1","34.500000000","2.000000000","-37.1166461019198","143.6901336686339"
"Central Goldfields","2007","9","2","4","6","0","3","3","0","3","58.000000000","2.500000000","-37.05037265713753","143.73725574395394"
"Central Goldfields","2007","10","2","4","10","0","7","3","0","4","28.500000000","2.500000000","-37.04296775452876","143.73948477554106"
"Central Goldfields","2007","11","7","9","16","0","5","11","0","9","34.625000000","2.571428571","-37.02190465854442","143.73667491296627"
"Central Goldfields","2007","12","3","3","3","0","2","1","1","2","40.333333333","2.000000000","-36.965005676200896","143.70054164754794"
"Central Goldfields","2008","1","1","2","6","0","4","2","0","2","25.333333333","2.000000000","-37.051315522482355","143.7347373792434"
"Central Goldfields","2008","2","5","8","14","1","5","8","0","7","43.846153846","2.800000000","-37.0279026804304","143.74119453345924"
"Central Goldfields","2008","3","4","7","8","0","4","3","0","4","43.142857142","2.750000000","-37.09334768319124","143.75660538544153"
"Central Goldfields","2008","4","2","2","2","0","2","0","0","2","33.500000000","2.000000000","-37.05599802979931","143.7392000330838"
"Central Goldfields","2008","5","4","6","10","0","4","5","0","7","46.666666666","2.250000000","-37.05435989575965","143.7885668489018"
"Central Goldfields","2008","6","3","3","11","0","6","4","0","8","41.500000000","2.333333333","-37.02479278455595","143.7394339432926"
"Central Goldfields","2008","7","1","1","2","0","0","1","0","2","83.000000000","2.000000000","-37.04772727335608","143.7366107718262"
"Central Goldfields","2008","8","2","3","5","0","1","4","0","4","27.400000000","2.500000000","-36.96709377441634","143.7542327095739"
"Central Goldfields","2008","9","3","3","4","0","3","1","1","2","34.000000000","2.333333333","-37.001307429099406","143.68523866206814"
"Central Goldfields","2008","10","5","9","10","0","4","6","1","7","29.400000000","2.000000000","-37.009745959244164","143.78157411148047"
"Central Goldfields","2009","1","4","4","7","0","7","0","0","5","21.714285714","2.500000000","-37.04518621367798","143.73097615968794"
"Central Goldfields","2009","2","1","1","1","0","1","0","0","1","24.000000000","3.000000000","-37.057223530976884","143.69844549927888"
"Central Goldfields","2009","3","2","3","3","0","0","3","0","2","54.333333333","3.000000000","-36.96393262401965","143.67845011793543"
"Central Goldfields","2009","4","1","1","1","0","0","1","0","1","18.000000000","3.000000000","-36.74548356195718","143.6664888465051"
"Central Goldfields","2009","5","2","2","3","0","1","2","0","3","53.000000000","2.500000000","-37.128743518888896","143.72219681325262"
"Central Goldfields","2009","6","4","7","9","1","3","5","0","5","41.666666666","2.750000000","-37.06144755098397","143.7506645560365"
"Central Goldfields","2009","7","4","6","8","0","4","4","0","5","24.250000000","2.500000000","-36.98929804089394","143.7707915399222"
"Central Goldfields","2009","8","3","4","4","0","2","1","0","3","24.750000000","2.666666666","-37.07725084318571","143.73205631861683"
"Central Goldfields","2009","9","4","5","7","0","4","3","0","6","28.571428571","2.500000000","-37.0468501432417","143.73198857051304"
"Central Goldfields","2009","10","4","4","7","0","4","3","0","6","24.857142857","2.500000000","-37.06647722012433","143.7429673453332"
"Central Goldfields","2009","11","4","8","9","1","4","5","0","4","37.777777777","2.500000000","-37.08382376918281","143.7524680204175"
"Central Goldfields","2009","12","1","2","2","0","1","1","0","1","51.500000000","3.000000000","-37.04624604196205","143.73565930616002"
"Central Goldfields","2010","1","4","6","14","0","6","8","0","9","36.000000000","2.750000000","-37.06696428904986","143.71945668027746"
"Central Goldfields","2010","2","1","1","2","0","1","0","0","1","72.000000000","3.000000000","-37.04923269862137","143.73305478257382"
"Central Goldfields","2010","3","4","4","8","0","4","4","0","4","21.125000000","2.500000000","-37.025452273713114","143.81435084692663"
"Central Goldfields","2010","4","1","2","3","0","1","2","0","1","53.333333333","3.000000000","-36.950621588472366","143.77916809166422"
"Central Goldfields","2010","5","2","2","2","0","1","1","0","2","42.000000000","3.000000000","-37.025406709438116","143.8449421869493"
"Central Goldfields","2010","6","3","4","8","0","6","1","0","7","22.571428571","2.666666666","-37.03261410852005","143.73231732077923"
"Central Goldfields","2010","7","2","3","7","0","5","2","0","5","46.000000000","2.500000000","-37.0031087632228","143.75529707237746"
"Central Goldfields","2010","8","2","2","2","0","0","2","0","2","40.500000000","2.500000000","-36.93419249213351","143.77458887304164"
"Central Goldfields","2010","9","1","1","2","0","0","2","0","1","27.500000000","3.000000000","-36.99954606776413","143.6531094062"
"Central Goldfields","2010","10","2","2","2","0","0","2","0","2","28.500000000","2.500000000","-36.86256762339087","143.6947750116087"
"Central Goldfields","2010","11","4","5","10","0","3","6","0","9","33.333333333","3.000000000","-37.021916862841735","143.76565301955284"
"Central Goldfields","2010","12","5","7","12","0","4","6","4","5","47.000000000","1.400000000","-37.025837667120115","143.7415352440033"
"Central Goldfields","2011","1","7","9","12","0","5","7","0","10","43.750000000","2.714285714","-37.05092531512435","143.76484216019045"
"Central Goldfields","2011","3","5","8","14","0","6","8","1","4","24.285714285","2.400000000","-36.993806045346965","143.71575644958676"
"Central Goldfields","2011","4","5","5","7","1","1","6","0","6","32.142857142","2.600000000","-37.07752396762064","143.71327853054183"
"Central Goldfields","2011","6","4","7","9","0","1","8","0","4","41.222222222","2.750000000","-37.05057336849167","143.7499394110143"
"Central Goldfields","2011","7","3","6","7","0","1","5","0","3","41.428571428","2.666666666","-37.03815727548936","143.74781990735917"
"Central Goldfields","2011","8","3","4","6","0","3","2","0","3","52.800000000","2.666666666","-37.094569833636704","143.7262336227908"
"Central Goldfields","2011","9","3","4","4","0","3","1","0","3","54.500000000","2.666666666","-37.00111539611566","143.72233590030564"
"Central Goldfields","2011","10","4","5","9","0","7","2","0","7","30.555555555","2.250000000","-37.065736036842885","143.73537985273748"
"Central Goldfields","2011","11","3","5","5","1","2","3","0","3","51.800000000","2.666666666","-37.06227371891317","143.7464838902123"
"Central Goldfields","2011","12","3","4","4","0","1","3","0","3","60.000000000","2.333333333","-37.12304733649348","143.72908268175618"
"Central Goldfields","2012","1","1","1","1","0","0","1","0","1","28.000000000","2.000000000","-36.993034181102146","143.6265412816518"
"Central Goldfields","2012","2","4","6","9","0","4","4","1","3","31.375000000","2.000000000","-36.99999950187689","143.76884049429646"
"Central Goldfields","2012","4","2","2","2","0","1","1","0","2","70.000000000","2.500000000","-36.99823247394451","143.74900885625016"
"Central Goldfields","2012","5","2","2","4","0","0","4","1","2","28.750000000","2.000000000","-37.19153969178372","143.72357337744563"
"Central Goldfields","2012","6","8","11","21","0","12","9","0","17","32.285714285","2.500000000","-37.07199190902803","143.7100351451604"
"Central Goldfields","2012","7","1","1","1","0","1","0","0","1","19.000000000","2.000000000","-37.119467200915736","143.62661166190983"
"Central Goldfields","2012","8","2","2","2","0","1","1","0","2","51.500000000","3.000000000","-37.03488020869854","143.80519353034651"
"Central Goldfields","2012","10","1","2","2","0","0","2","0","1","51.000000000","3.000000000","-37.05504482387011","143.70321126434126"
"Central Goldfields","2012","12","2","2","2","0","2","0","0","2","41.500000000","3.000000000","-37.080713657141146","143.75483066242091"
"Central Goldfields","2013","1","1","1","1","0","1","0","0","1","21.000000000","3.000000000","-36.990677978688964","143.60830788788167"
"Central Goldfields","2013","2","7","10","20","0","7","12","1","13","29.368421052","2.285714285","-36.996572901061064","143.70424002659428"
"Central Goldfields","2013","3","2","4","5","0","1","3","0","3","41.800000000","2.500000000","-37.04258453273572","143.75025081151284"
"Central Goldfields","2013","4","3","4","3","0","0","3","0","3","45.666666666","2.333333333","-37.05902956542793","143.84802027336616"
"Central Goldfields","2013","5","1","1","1","0","0","1","0","1","40.000000000","2.000000000","-37.21956157674749","143.72983607708133"
"Colac-Otway","2006","1","6","10","13","1","4","9","2","8","36.692307692","2.500000000","-38.505851294385764","143.61485053234347"
"Colac-Otway","2006","2","5","5","12","0","4","8","1","8","42.500000000","2.200000000","-38.53374549013466","143.64312918024584"
"Colac-Otway","2006","3","9","13","25","0","11","14","0","16","29.200000000","2.333333333","-38.546576487337","143.6111056408629"
"Colac-Otway","2006","4","11","17","23","1","5","17","0","13","34.043478260","2.636363636","-38.4685711508301","143.56573290556182"
"Colac-Otway","2006","5","8","12","23","0","8","12","0","12","25.521739130","2.500000000","-38.61115030712743","143.64268669099954"
"Colac-Otway","2006","6","3","5","20","0","9","11","0","8","25.200000000","2.333333333","-38.40676521899648","143.48930011101075"
"Colac-Otway","2006","7","1","2","2","1","0","1","0","1","13.500000000","2.000000000","-38.34924284974116","143.58186965318424"
"Colac-Otway","2006","8","3","4","10","0","2","7","1","3","28.222222222","2.000000000","-38.3465817176743","143.62132647277426"
"Colac-Otway","2006","9","6","8","11","0","3","7","0","8","28.727272727","2.333333333","-38.599155433995676","143.55794469429125"
"Colac-Otway","2006","10","6","10","15","0","3","11","0","9","28.000000000","2.500000000","-38.51632243744978","143.53431408864256"
"Colac-Otway","2006","11","7","10","16","0","5","10","2","11","36.187500000","1.857142857","-38.46126831884276","143.76725213700135"
"Colac-Otway","2006","12","7","10","15","1","3","11","0","13","34.733333333","2.571428571","-38.62044431859571","143.6250794083322"
"Colac-Otway","2007","1","9","14","24","2","7","16","1","12","45.958333333","2.333333333","-38.58614753619028","143.5656519893747"
"Colac-Otway","2007","2","5","8","14","0","2","11","0","6","37.571428571","2.400000000","-38.61481960534694","143.50206648827438"
"Colac-Otway","2007","3","13","15","22","2","6","14","0","16","34.750000000","2.384615384","-38.56763275024305","143.56415919732427"
"Colac-Otway","2007","4","6","8","12","1","6","5","1","7","25.333333333","2.333333333","-38.55625434359698","143.6489835447097"
"Colac-Otway","2007","5","4","5","11","0","4","6","0","10","28.900000000","2.250000000","-38.465376893833415","143.60614635165047"
"Colac-Otway","2007","6","5","5","6","0","1","5","0","6","37.333333333","2.400000000","-38.49920812887177","143.53761122589785"
"Colac-Otway","2007","7","3","4","4","0","2","2","0","3","46.250000000","2.666666666","-38.28008199267216","143.64407417461703"
"Colac-Otway","2007","8","8","14","29","0","9","20","0","15","23.620689655","2.250000000","-38.64781665614859","143.59749395844932"
"Colac-Otway","2007","9","7","9","15","0","8","7","1","9","38.600000000","2.285714285","-38.56741178481798","143.52966498474862"
"Colac-Otway","2007","10","4","5","5","1","1","4","0","4","39.600000000","2.000000000","-38.501704109201704","143.5759589652505"
"Colac-Otway","2007","11","11","12","18","1","4","14","0","13","26.444444444","2.363636363","-38.49530623559049","143.65409640762635"
"Colac-Otway","2007","12","7","10","14","0","3","11","0","10","40.142857142","2.285714285","-38.4484915682698","143.60774698217062"
"Colac-Otway","2008","1","6","6","9","0","3","6","0","8","34.000000000","2.500000000","-38.61891363656442","143.6545824293275"
"Colac-Otway","2008","2","13","18","26","2","8","18","1","18","41.615384615","2.307692307","-38.49971897545275","143.60347968493113"
"Colac-Otway","2008","3","10","15","21","1","5","15","0","10","32.428571428","2.500000000","-38.51065566684256","143.61395548719037"
"Colac-Otway","2008","4","6","7","12","0","3","9","0","8","36.333333333","2.166666666","-38.6462262898608","143.6071418062169"
"Colac-Otway","2008","5","7","12","17","1","8","8","0","8","35.750000000","2.285714285","-38.433538868787785","143.65497108007787"
"Colac-Otway","2008","6","5","6","10","0","1","9","0","8","36.500000000","2.600000000","-38.41495126428674","143.49137015930012"
"Colac-Otway","2008","7","5","11","14","0","8","6","0","6","41.500000000","2.800000000","-38.48336684034265","143.6408597454328"
"Colac-Otway","2008","8","8","11","24","0","7","16","0","17","32.391304347","2.250000000","-38.46402976367204","143.51857530139014"
"Colac-Otway","2008","9","8","11","19","0","6","13","0","12","30.947368421","2.250000000","-38.50782075300293","143.58041050728664"
"Colac-Otway","2008","10","8","10","14","0","4","10","0","10","36.714285714","2.750000000","-38.49472186825408","143.54453665067794"
"Colac-Otway","2008","11","2","5","6","0","0","4","0","4","53.500000000","2.500000000","-38.431921225527674","143.59247075395692"
"Colac-Otway","2008","12","9","14","39","0","13","21","0","17","26.171428571","2.111111111","-38.465119984321475","143.5833959870962"
"Colac-Otway","2009","1","8","10","19","0","7","9","0","13","32.235294117","2.500000000","-38.45878471939245","143.6590125518567"
"Colac-Otway","2009","2","8","11","17","2","6","11","0","11","33.764705882","2.750000000","-38.5838839665346","143.69105530407035"
"Colac-Otway","2009","3","11","15","26","1","11","15","3","13","46.038461538","2.181818181","-38.6334987378055","143.56604811862528"
"Colac-Otway","2009","4","10","12","35","0","8","25","1","18","27.823529411","2.500000000","-38.56483793850821","143.57033134099393"
"Colac-Otway","2009","5","5","5","9","0","3","4","0","8","21.000000000","2.600000000","-38.518843051543236","143.44375385173882"
"Colac-Otway","2009","6","5","8","10","0","6","4","0","8","47.300000000","2.600000000","-38.421286857014316","143.5826817418248"
"Colac-Otway","2009","7","6","12","16","1","3","12","0","9","42.312500000","2.666666666","-38.36864547669609","143.6227292955946"
"Colac-Otway","2009","8","5","11","9","1","4","5","0","6","26.444444444","2.800000000","-38.397628917146186","143.57615224095363"
"Colac-Otway","2009","9","12","19","30","0","12","12","0","14","27.758620689","2.500000000","-38.39669948705267","143.61652823801282"
"Colac-Otway","2009","10","9","11","14","0","8","4","1","12","31.916666666","2.666666666","-38.46702257779666","143.65504480217098"
"Colac-Otway","2009","11","8","12","18","0","6","12","1","9","35.722222222","2.125000000","-38.463840392394545","143.56368264008117"
"Colac-Otway","2009","12","7","9","15","0","7","8","0","12","28.533333333","2.571428571","-38.5220208525693","143.55977123411884"
"Colac-Otway","2010","1","6","7","16","0","4","12","0","9","31.250000000","2.333333333","-38.463448996140876","143.60450897674582"
"Colac-Otway","2010","2","10","14","17","0","3","14","2","10","38.529411764","2.200000000","-38.41349794798856","143.63334187438934"
"Colac-Otway","2010","3","6","7","7","1","2","5","0","6","32.285714285","2.500000000","-38.630464827020056","143.54234617327174"
"Colac-Otway","2010","4","5","6","9","0","4","4","0","6","42.000000000","2.800000000","-38.46021465247726","143.6220882813117"
"Colac-Otway","2010","5","6","9","29","0","5","5","0","6","12.206896551","2.666666666","-38.480154811081796","143.61932478664008"
"Colac-Otway","2010","7","7","9","18","1","7","11","0","9","36.055555555","2.571428571","-38.46444942017395","143.59880597802575"
"Colac-Otway","2010","8","9","15","49","1","25","23","1","17","35.244897959","2.333333333","-38.411055034356934","143.66104911341537"
"Colac-Otway","2010","9","4","5","14","0","8","6","0","5","27.357142857","2.750000000","-38.593029608184594","143.6182316643582"
"Colac-Otway","2010","10","6","10","21","0","7","14","1","8","34.047619047","2.166666666","-38.41049463703309","143.6099748644505"
"Colac-Otway","2010","11","4","5","5","0","2","3","0","4","50.600000000","2.750000000","-38.56914118146815","143.48579917765176"
"Colac-Otway","2010","12","8","10","30","0","12","15","0","20","24.714285714","2.875000000","-38.55236671144343","143.57997919036293"
"Colac-Otway","2011","1","12","16","20","0","9","11","0","15","30.900000000","2.583333333","-38.63277861471945","143.65958543352232"
"Colac-Otway","2011","2","7","11","16","0","6","10","1","7","45.937500000","2.428571428","-38.59544458703646","143.67519890811715"
"Colac-Otway","2011","3","9","11","13","0","5","8","0","9","49.769230769","2.444444444","-38.567145781395034","143.6328319393178"
"Colac-Otway","2011","4","6","8","10","2","5","5","0","7","46.600000000","2.166666666","-38.38573531456448","143.59342617099867"
"Colac-Otway","2011","5","3","4","5","0","0","4","0","3","35.500000000","2.333333333","-38.414131869489715","143.64371523771163"
"Colac-Otway","2011","6","4","4","5","0","2","3","1","4","44.800000000","2.000000000","-38.42475801975161","143.52353134663778"
"Colac-Otway","2011","7","5","6","12","0","5","7","1","10","24.416666666","2.400000000","-38.44512468421399","143.65842427607507"
"Colac-Otway","2011","8","5","6","15","0","5","8","1","6","31.142857142","2.200000000","-38.41135798846376","143.58387783885115"
"Colac-Otway","2011","9","2","2","4","0","3","1","0","2","22.500000000","2.500000000","-38.45340356009704","143.71142926662742"
"Colac-Otway","2011","10","8","10","11","0","5","5","1","8","39.500000000","2.375000000","-38.4477909174017","143.6262158409832"
"Colac-Otway","2011","11","8","9","16","0","7","9","0","10","32.750000000","2.750000000","-38.601329382477914","143.61642607191726"
"Colac-Otway","2011","12","8","10","28","0","8","19","1","14","32.321428571","2.500000000","-38.59652193823786","143.52384084497342"
"Colac-Otway","2012","1","13","18","33","0","17","16","1","21","34.242424242","2.615384615","-38.60172121093527","143.604620641637"
"Colac-Otway","2012","2","9","10","15","0","2","13","0","12","45.400000000","2.666666666","-38.46480305769812","143.55148898378724"
"Colac-Otway","2012","3","4","5","8","0","1","7","0","5","38.500000000","3.000000000","-38.614802802035754","143.4736470674624"
"Colac-Otway","2012","4","2","3","3","0","1","2","0","3","38.000000000","3.000000000","-38.30552411997631","143.6959366712747"
"Colac-Otway","2012","5","2","3","14","0","6","5","0","5","34.000000000","2.500000000","-38.77205168565507","143.64032871320893"
"Colac-Otway","2012","6","4","5","7","0","3","4","0","7","32.857142857","2.750000000","-38.46302597831689","143.63611702026327"
"Colac-Otway","2012","7","1","1","1","0","0","1","0","1","22.000000000","3.000000000","-38.328731493142854","143.84968138503567"
"Colac-Otway","2012","8","9","12","15","1","4","10","0","11","35.933333333","2.555555555","-38.53403462620314","143.66516130589795"
"Colac-Otway","2012","9","3","5","6","0","3","3","0","3","43.500000000","2.666666666","-38.48001480014213","143.63382207802906"
"Colac-Otway","2012","10","5","9","13","0","8","4","1","6","37.307692307","2.200000000","-38.370904270654236","143.65906906829235"
"Colac-Otway","2012","11","8","12","22","0","8","14","0","11","30.181818181","2.625000000","-38.450033782610156","143.515385784046"
"Colac-Otway","2012","12","7","12","16","0","4","11","1","6","36.800000000","2.428571428","-38.52012353235569","143.57093932811298"
"Colac-Otway","2013","1","9","19","37","0","10","26","0","16","42.567567567","2.666666666","-38.58525083471818","143.54778401917997"
"Colac-Otway","2013","2","10","14","18","0","5","13","0","14","37.944444444","2.700000000","-38.57825129440736","143.60848328699336"
"Colac-Otway","2013","3","4","5","10","1","4","5","0","4","39.900000000","2.750000000","-38.6242289655281","143.58731694618513"
"Colac-Otway","2013","4","4","4","5","0","0","5","0","5","31.200000000","2.500000000","-38.509195838151385","143.57997152213923"
"Colac-Otway","2013","5","3","5","7","0","2","5","0","3","42.428571428","2.333333333","-38.33116051558819","143.60407261857344"
"Colac-Otway","2013","6","1","1","2","0","0","2","0","1","32.500000000","2.000000000","-38.74010864286918","143.29154652087857"
"Corangamite","2006","1","7","8","9","0","6","3","0","8","29.555555555","2.571428571","-38.37088818931182","143.01377194017485"
"Corangamite","2006","2","3","4","7","0","4","3","0","7","35.857142857","2.666666666","-38.44121561134488","142.99301128360514"
"Corangamite","2006","3","2","3","6","0","2","3","0","4","50.200000000","2.000000000","-38.368222564624574","143.07406031578466"
"Corangamite","2006","4","5","7","12","0","1","8","0","8","27.750000000","2.400000000","-38.49548913103333","143.0252339276918"
"Corangamite","2006","5","4","6","10","0","0","10","1","6","33.300000000","2.000000000","-38.2664341243694","143.06030623244845"
"Corangamite","2006","6","2","3","3","1","1","2","0","2","37.000000000","2.000000000","-38.3539379682378","143.0459111060767"
"Corangamite","2006","8","4","4","5","0","1","4","0","5","24.800000000","2.500000000","-38.46393299330498","143.0819203611706"
"Corangamite","2006","9","1","1","2","0","0","0","0","1","0","3.000000000","-38.61852670843096","142.92502234020225"
"Corangamite","2006","10","4","7","8","0","6","2","0","6","39.125000000","2.500000000","-38.30773411631058","142.9786426607657"
"Corangamite","2006","11","5","6","6","1","2","3","1","4","34.166666666","2.400000000","-38.35707593583102","143.1023818754531"
"Corangamite","2006","12","2","3","7","0","2","5","0","3","28.000000000","2.000000000","-38.30133518312218","143.0342821841303"
"Corangamite","2007","1","8","9","11","0","3","7","0","9","36.454545454","2.500000000","-38.53734990174895","143.098334685888"
"Corangamite","2007","2","4","6","17","0","6","11","0","5","34.647058823","3.000000000","-38.50597914337202","143.08296003249728"
"Corangamite","2007","3","5","6","6","0","1","5","0","5","34.166666666","2.600000000","-38.312397198575354","143.15496570372167"
"Corangamite","2007","4","9","12","24","0","12","12","2","16","32.916666666","2.666666666","-38.4942262002395","143.13379920465846"
"Corangamite","2007","5","6","8","11","0","4","7","0","9","41.727272727","2.333333333","-38.41363917636669","143.04615529109165"
"Corangamite","2007","6","2","3","3","0","2","1","0","2","23.333333333","3.000000000","-38.166907497349946","143.12726526791857"
"Corangamite","2007","7","4","5","5","0","3","2","0","4","32.600000000","2.500000000","-38.27093095167758","142.94537274243828"
"Corangamite","2007","8","1","1","1","0","0","1","0","1","47.000000000","2.000000000","-38.256944210034064","143.12162722775165"
"Corangamite","2007","9","5","7","9","0","2","6","0","7","36.250000000","2.200000000","-38.39890861725023","143.08832951288815"
"Corangamite","2007","10","9","10","17","0","8","9","0","11","23.529411764","2.333333333","-38.287948879171125","143.1698695217991"
"Corangamite","2007","11","3","4","6","0","1","5","1","4","46.166666666","2.000000000","-38.32243152822995","143.15358634596762"
"Corangamite","2007","12","6","6","9","0","2","7","0","9","32.333333333","2.500000000","-38.374317894264315","142.99951464652025"
"Corangamite","2008","1","4","5","12","0","6","5","0","5","22.333333333","2.250000000","-38.220755965171946","143.13348187346455"
"Corangamite","2008","2","1","2","2","0","0","2","0","1","54.500000000","2.000000000","-38.4963087914562","143.21048798706235"
"Corangamite","2008","3","3","5","10","0","2","8","0","4","54.100000000","2.666666666","-38.21948515606373","143.0405360739126"
"Corangamite","2008","4","7","9","16","0","9","6","1","8","32.400000000","2.142857142","-38.34045351337016","143.12182061941704"
"Corangamite","2008","5","1","1","1","0","0","1","0","1","22.000000000","3.000000000","-38.22826668068549","142.92023861975957"
"Corangamite","2008","6","1","1","1","0","0","1","0","1","37.000000000","2.000000000","-38.023262820830716","143.20670252962557"
"Corangamite","2008","7","6","7","9","1","3","6","0","6","39.888888888","2.333333333","-38.2717831384599","143.08524460776098"
"Corangamite","2008","8","3","4","5","0","3","2","0","3","47.000000000","2.333333333","-38.161435035248026","143.18846329704573"
"Corangamite","2008","9","4","6","9","0","2","7","0","5","39.222222222","2.500000000","-38.22905255612989","143.11571539144617"
"Corangamite","2008","10","4","8","11","0","3","8","0","7","40.272727272","2.250000000","-38.327280404300495","143.10883550906587"
"Corangamite","2008","11","7","9","13","0","6","7","0","9","27.230769230","2.000000000","-38.404233337879","143.19525853516876"
"Corangamite","2008","12","6","8","10","0","3","7","0","7","36.300000000","2.500000000","-38.41218826216012","143.11272792991429"
"Corangamite","2009","1","3","4","7","0","2","5","0","5","36.428571428","2.333333333","-38.236470106907994","143.14474456304325"
"Corangamite","2009","2","3","3","4","0","3","1","0","4","22.500000000","2.000000000","-38.142586847927134","143.12888928448396"
"Corangamite","2009","3","3","6","7","0","4","3","0","4","44.428571428","2.666666666","-38.2635032802304","143.11843793616015"
"Corangamite","2009","4","3","3","5","0","0","4","0","4","32.750000000","2.333333333","-38.44182234612234","142.93191006462493"
"Corangamite","2009","5","3","3","7","0","2","5","0","4","29.428571428","2.000000000","-38.31059043193037","143.22001991579552"
"Corangamite","2009","6","2","2","5","0","3","2","0","4","22.800000000","3.000000000","-38.23228097988584","142.98376450859485"
"Corangamite","2009","7","2","2","3","0","1","2","1","1","41.000000000","2.000000000","-38.309752407546355","142.97116092458356"
"Corangamite","2009","8","1","3","3","0","2","1","0","3","32.666666666","2.000000000","-37.95417326645028","143.38878503866533"
